Type,Family id,Family name,Target id,Target name,Subunit id,Subunit name,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,Human Ensembl Gene
gpcr,14,Chemokine receptors,64,CCR7,"","","","",EBI-1|CD197,1608,CCR7,C-C motif chemokine receptor 7,17q21.2,NM_001838,NP_001829,P32248,1236,ENSG00000126353
gpcr,14,Chemokine receptors,65,CCR8,"","","","",ChemR1|CKR-L1|TER1|GPR-CY6,1609,CCR8,C-C motif chemokine receptor 8,3p22.1,NM_005201,NP_005192,P51685,1237,ENSG00000179934
gpcr,14,Chemokine receptors,66,CCR9,"","","","",GPR 9-6|GPR28,1610,CCR9,C-C motif chemokine receptor 9,3p21.31,NM_006641,NP_006632,P51686,10803,ENSG00000173585
gpcr,14,Chemokine receptors,67,CCR10,"","","","",GPR-2,4474,CCR10,C-C motif chemokine receptor 10,17q21.2,NM_016602,NP_057686,P46092,2826,ENSG00000184451
gpcr,14,Chemokine receptors,68,CXCR1,"","","","",IL8RA|IL-8 receptor type I|CD181|CKR-1|CXC-R1|high affinity interleukin-8 receptor A|CXCR1-like|IL-8 receptor &alpha;,6026,CXCR1,C-X-C motif chemokine receptor 1,2q35,NM_000634,NP_000625,P25024,3577,ENSG00000163464
gpcr,14,Chemokine receptors,69,CXCR2,"","","","",IL8RB|IL-8R2|KC receptor|CD182|CXC-R2|GRO/MGSA receptor|high affinity interleukin-8 receptor B|CD128|Gpcr16|chemokine (C-X-C motif) receptor 2,6027,CXCR2,C-X-C motif chemokine receptor 2,2q35,NM_001557,NP_001548,P25025,3579,ENSG00000180871
gpcr,14,Chemokine receptors,70,CXCR3,"","","","",GPR9|CD183|MigR|G protein-coupled receptor 9|CXC-R3|interferon-inducible protein 10 receptor|IP-10 receptor|Cxcr3|CKR-L2|chemokine (C-X-C motif) receptor 3,4540,CXCR3,C-X-C motif chemokine receptor 3,Xq13.1,NM_001504,NP_001495,P49682,2833,ENSG00000186810
gpcr,14,Chemokine receptors,71,CXCR4,"","","","",fusin|LCR1|LESTR|HM89|HUMSTSR|CD184|NPY3R|NPYY3R|CXCR-4|CXC-R4|SDF-1 receptor|stromal cell-derived factor 1 receptor|Cmkar4|HSY3RR|chemokine (C-X-C motif) receptor 4,2561,CXCR4,C-X-C motif chemokine receptor 4,2q22.1,NM_003467,NP_003458,P61073,7852,ENSG00000121966
gpcr,14,Chemokine receptors,72,CXCR5,"","","","",BLR-1|MDR15|NLR|CD185|Burkitt lymphoma receptor 1|CXC-R5|neurolymphatic receptor|Gpcr6,1060,CXCR5,C-X-C motif chemokine receptor 5,11q23.3,NM_001716|NM_032966,NP_001707|NP_116743,P32302,643,ENSG00000160683
gpcr,14,Chemokine receptors,73,CXCR6,"","","","",BONZO|TYMSTR|CD186|STRL33|chemokine (C-X-C motif) receptor 6,16647,CXCR6,C-X-C motif chemokine receptor 6,3p21.31,NM_006564,NP_006555,O00574,10663,ENSG00000172215
gpcr,14,Chemokine receptors,74,CX3CR1,"","","","",CMKBRL1|Fractalkine receptor|GPR13|V28|CCRL1|CMKDR1|Rbs11|chemokine (C-X3-C motif) receptor 1,2558,CX3CR1,C-X3-C motif chemokine receptor 1,3p22.2,NM_001337,NP_001328,P49238,1524,ENSG00000168329
gpcr,14,Chemokine receptors,75,XCR1,"","","","",GPR5|CCXCR1|chemokine XC receptor 1|C motif-1/lymphotactin receptor,1625,XCR1,X-C motif chemokine receptor 1,3p21.31,NM_005283,NP_005274,P46094,2829,ENSG00000173578
gpcr,14,Chemokine receptors,316,ACKR1,"","","","","Duffy antigen/chemokine receptor|atypical chemokine receptor 1|CD234|Dfy|Duffy blood group, atypical chemokine receptor|Darc",4035,ACKR1,atypical chemokine receptor 1 (Duffy blood group),1q23.2,NM_002036,NP_002027,Q16570,2532,ENSG00000213088
gpcr,14,Chemokine receptors,314,ACKR2,"","","","",CCR10|CCR9|CMBRK9|C-C chemokine receptor D6|chemokine binding protein 2|CMKBR9,1565,ACKR2,atypical chemokine receptor 2,3p22.1,NM_001296,NP_001287,O00590,1238,ENSG00000144648
gpcr,14,Chemokine receptors,80,ACKR3,"","","","",chemokine (C-X-C motif) receptor 7|chemokine orphan receptor 1|CXCR7|Cxcr7|GPR159|G-protein coupled receptor 159|G-protein coupled receptor RDC1 homolog|RDC-1,23692,ACKR3,atypical chemokine receptor 3,2q37.3,NM_020311,NP_064707,P25106,57007,ENSG00000144476
gpcr,14,Chemokine receptors,315,ACKR4,"","","","",CC-CKR-11|CCR10|CKR-11|CCR11|PPR1|VSHK1,1611,ACKR4,atypical chemokine receptor 4,3q22.1,NM_178445,NP_848540,Q9NPB9,51554,ENSG00000129048
gpcr,14,Chemokine receptors,146,ACKR5,"","","","",ADMR|Gpcr17|Gpcr22|L1-R|NOW,13708,ACKR5,atypical chemokine receptor 5,12q13.3,NM_007264,NP_009195,O15218,11318,ENSG00000166856
gpcr,14,Chemokine receptors,78,CCRL2,"","","","",CCR11|CKRX|CRAM-A|CRAM-B|ACR5|CCR6|Chemokine receptor X,1612,CCRL2,C-C motif chemokine receptor like 2,3p21.31,NM_003965,NP_003956,O00421,9034,ENSG00000121797
gpcr,15,Cholecystokinin receptors,76,CCK1 receptor,"","","","",CCK1-R|cholecystokinin receptor type A|cholecystokinin-1 receptor,1570,CCKAR,cholecystokinin A receptor,4p15.2,NM_000730,NP_000721,P32238,886,ENSG00000163394
gpcr,15,Cholecystokinin receptors,77,CCK2 receptor,"","","","",CCK2 receptor|CCK-B receptor|cholecystokinin-2 receptor|CHOLREC|gastrin/cholecystokinin type B receptor|CCK-B/gastrin receptor,1571,CCKBR,cholecystokinin B receptor,11p15.4,NM_176875,NP_795344,P32239,887,ENSG00000110148
gpcr,1113,Class A Orphans with emerging pharmacology,83,GPR3,"","","","",Gpcr21|GPCR3|ACCA orphan receptor|adenylate cyclase constitutive activator|G protein-coupled receptor R4|Gpcr20,4484,GPR3,G protein-coupled receptor 3,1p36.11,NM_005281,NP_005272,P46089,2827,ENSG00000181773
gpcr,1113,Class A Orphans with emerging pharmacology,84,GPR4,"","","","",GPR19|G-protein coupled receptor 19,4497,GPR4,G protein-coupled receptor 4,19q13.32,NM_005282,NP_005273,P46093,2828,ENSG00000177464
gpcr,1113,Class A Orphans with emerging pharmacology,85,GPR6,"","","","",Sphingosine 1-phosphate receptor GPR6,4515,GPR6,G protein-coupled receptor 6,6q21,NM_005284,NP_005275,P46095,2830,ENSG00000146360
gpcr,1113,Class A Orphans with emerging pharmacology,86,GPR12,"","","","",Gpcr01|Gpcr20|GPCR21|GPCR12|R334,4466,GPR12,G protein-coupled receptor 12,13q12.13,NM_005288,NP_005279,P47775,2835,ENSG00000132975
gpcr,1113,Class A Orphans with emerging pharmacology,87,GPR15,"","","","",BOB|Brother of Bonzo,4469,GPR15,G protein-coupled receptor 15,3q11.2,NM_005290,NP_005281,P49685,2838,ENSG00000154165
gpcr,1113,Class A Orphans with emerging pharmacology,90,GPR19,"","","","",GPR-NGA,4473,GPR19,G protein-coupled receptor 19,12p13.1,NM_006143,NP_006134,Q15760,2842,ENSG00000183150
gpcr,1113,Class A Orphans with emerging pharmacology,95,GPR25,"","","","","",4480,GPR25,G protein-coupled receptor 25,1q32.1,NM_005298,NP_005289,O00155,2848,ENSG00000170128
gpcr,1113,Class A Orphans with emerging pharmacology,98,GPR31,"","","","","12-HETER|HETER1|hydroxyeicosatetraenoic (HETE) acid receptor 1|12-(S)-HETE acid receptor|G protein-coupled receptor 31, D17Leh66c region",4486,GPR31,G protein-coupled receptor 31,6q27,NM_005299,NP_005290,O00270,2853,ENSG00000120436
gpcr,1113,Class A Orphans with emerging pharmacology,99,GPR32,"","","","",RvD1|RVDR1|resolvin D1 receptor,4487,GPR32,G protein-coupled receptor 32,19q13.33,NM_001506,NP_001497,O75388,2854,ENSG00000142511
gpcr,1113,Class A Orphans with emerging pharmacology,101,GPR34,"","","","","",4490,GPR34,G protein-coupled receptor 34,Xp11.4,NM_005300,NP_005291,Q9UPC5,2857,ENSG00000171659
gpcr,1113,Class A Orphans with emerging pharmacology,102,GPR35,"","","","",G-protein coupled receptor 3|KYNA receptor|Kynurenic acid receptor,4492,GPR35,G protein-coupled receptor 35,2q37.3,NM_005301,NP_005292,Q9HC97,2859,ENSG00000178623
gpcr,1113,Class A Orphans with emerging pharmacology,103,GPR37,"","","","",EDNRBL|EDNRLB|PAELR|hET(B)R-LP|G-protein coupled receptor CNS1|parkin-associated endothelin B-like receptor|Endothelin B receptor-like protein 1,4494,GPR37,G protein-coupled receptor 37,7q31.33,NM_005302,NP_005293,O15354,2861,ENSG00000170775
gpcr,1113,Class A Orphans with emerging pharmacology,104,GPR37L1,"","","","",CAG-18|endothelin B receptor-like protein 2|ETBRLP2|G-protein coupled receptor CNS2,14923,GPR37L1,G protein-coupled receptor 37 like 1,1q32.1,NM_004767,NP_004758,O60883,9283,ENSG00000170075
gpcr,1113,Class A Orphans with emerging pharmacology,105,GPR39,"","","","","",4496,GPR39,G protein-coupled receptor 39,2q21.2,NM_001508,NP_001499,O43194,2863,ENSG00000183840
gpcr,1113,Class A Orphans with emerging pharmacology,110,GPR61,"","","","",GPCR3|BALGR|biogenic amine receptor-like GPCR,13300,GPR61,G protein-coupled receptor 61,1p13.3,NM_031936,NP_114142,Q9BZJ8,83873,ENSG00000156097
gpcr,1113,Class A Orphans with emerging pharmacology,112,GPR63,"","","","",PSP24-2|PSP24B|PSP24beta,13302,GPR63,G protein-coupled receptor 63,6q16.1,NM_030784,NP_110411,Q9BZJ6,81491,ENSG00000112218
gpcr,1113,Class A Orphans with emerging pharmacology,113,GPR65,"","","","",Dig1|Gpcr25|Psychosine receptor|TDAG8|T cell death associated protein 8,4517,GPR65,G protein-coupled receptor 65,14q31.3,NM_003608,NP_003599,Q8IYL9,8477,ENSG00000140030
gpcr,1113,Class A Orphans with emerging pharmacology,114,GPR68,"","","","",GPR12A|Ovarian cancer G-protein coupled receptor 1|sphingosylphosphorylcholine receptor|OGR1,4519,GPR68,G protein-coupled receptor 68,14q32.11,NM_003485,NP_003476,Q15743,8111,ENSG00000119714
gpcr,1113,Class A Orphans with emerging pharmacology,115,GPR75,"","","","",WI-31133|WI31133,4526,GPR75,G protein-coupled receptor 75,2p16.2,NM_006794,NP_006785,O95800,10936,ENSG00000119737
gpcr,1113,Class A Orphans with emerging pharmacology,119,GPR83,"","","","",GIR|GPR72|glucocorticoid induced receptor|G protein-coupled receptor 72|JP05,4523,GPR83,G protein-coupled receptor 83,11q21,NM_016540,NP_057624,Q9NYM4,10888,ENSG00000123901
gpcr,1113,Class A Orphans with emerging pharmacology,122,GPR87,"","","","",FKSG78|GPR95,4538,GPR87,G protein-coupled receptor 87,3q25.1,NM_023915,NP_076404,Q9BY21,53836,ENSG00000138271
gpcr,1113,Class A Orphans with emerging pharmacology,125,GPR101,"","","","",GPCR6,14963,GPR101,G protein-coupled receptor 101,Xq26.3,NM_054021,NP_473362,Q96P66,83550,ENSG00000165370
gpcr,1113,Class A Orphans with emerging pharmacology,128,GPR132,"","","","",G protein-coupled receptor G2A|G2 accumulation protein,17482,GPR132,G protein-coupled receptor 132,14q32.33,NM_013345,NP_037477,Q9UNW8,29933,ENSG00000183484
gpcr,1113,Class A Orphans with emerging pharmacology,130,GPR139,"","","","",G(q)-coupled orphan receptor GPRg1|GPRG1|G-protein-coupled receptor PGR3,19995,GPR139,G protein-coupled receptor 139,16p12.3,NM_001002911,NP_001002911,Q6DWJ6,124274,ENSG00000180269
gpcr,1113,Class A Orphans with emerging pharmacology,132,GPR142,"","","","",KIF19|AXOR103|G-protein coupled receptor PGR2,20088,GPR142,G protein-coupled receptor 142,17q25.1,NM_181790,NP_861455,Q7Z601,350383,ENSG00000257008
gpcr,1113,Class A Orphans with emerging pharmacology,133,GPR146,"","","","",AXOR120|G-protein coupled receptor PGR8,21718,GPR146,G protein-coupled receptor 146,7p22.3,NM_138445,NP_612454,Q96CH1,115330,ENSG00000164849
gpcr,1113,Class A Orphans with emerging pharmacology,137,GPR151,"","","","",GALR4|G-protein coupled receptor PGR7|galanin receptor 4,23624,GPR151,G protein-coupled receptor 151,5q32,NM_194251,NP_919227,Q8TDV0,134391,ENSG00000173250
gpcr,1113,Class A Orphans with emerging pharmacology,140,GPR160,"","","","",GPCR1|GPCR150,23693,GPR160,G protein-coupled receptor 160,3q26.2,NM_014373,NP_055188,Q9UJ42,26996,ENSG00000173890
gpcr,1113,Class A Orphans with emerging pharmacology,142,GPR162,"","","","",GRCA,16693,GPR162,G protein-coupled receptor 162,12p13,NM_019858,NP_062832,Q16538,27239,ENSG00000250510
gpcr,1113,Class A Orphans with emerging pharmacology,143,GPR171,"","","","",G-protein coupled receptor H963|platelet activating receptor homolog,30057,GPR171,G protein-coupled receptor 171,3q25.1,NM_013308,NP_013308,O14626,29909,ENSG00000174946
gpcr,1113,Class A Orphans with emerging pharmacology,144,GPR173,"","","","",SREB3|Super conserved receptor expressed in brain 3,18186,GPR173,G protein-coupled receptor 173,Xp11.22,NM_018969,NP_061842,Q9NS66,54328,ENSG00000184194
gpcr,1113,Class A Orphans with emerging pharmacology,145,GPR174,"","","","",FKSG79,30245,GPR174,G protein-coupled receptor 174,Xq21.1,NM_032553,NP_115942,Q9BXC1,84636,ENSG00000147138
gpcr,1113,Class A Orphans with emerging pharmacology,81,GPR183,"","","","",EBI2|Epstein-Barr virus-induced gene 2|EBV-induced G protein-coupled receptor 2|G protein-coupled receptor 183|lymphocyte-specific G protein-coupled receptor,3128,GPR183,G protein-coupled receptor 183,13q32.3,NM_004951,NP_004942,P32249,1880,ENSG00000169508
gpcr,1113,Class A Orphans with emerging pharmacology,151,MAS1L,"","","","",MAS-L|MAS-R|MRG,13961,MAS1L,"MAS1 proto-oncogene like, G protein-coupled receptor",6p22.1,NM_052967,NP_443199,P35410,116511,ENSG00000204687
gpcr,1113,Class A Orphans with emerging pharmacology,152,MRGPRD,"","","","",TGR7|Beta-alanine receptor|G-protein coupled receptor TGR7|mas-related G-protein coupled receptor member D|MAS-related gene D|MAS-related GPR,29626,MRGPRD,MAS related GPR family member D,11q13.3,NM_198923,NP_944605,Q8TDS7,116512,ENSG00000172938
gpcr,1113,Class A Orphans with emerging pharmacology,154,MRGPRF,"","","","",GPR140|GPR168|G-protein coupled receptor 14|MRGF|G-protein coupled receptor RTA|MAS-related gene F|MAS-related GPR,24828,MRGPRF,MAS related GPR family member F,11q13.3,NM_145015,NP_659452,Q96AM1,219928,ENSG00000172935
gpcr,1113,Class A Orphans with emerging pharmacology,156,MRGPRX1,"","","","",Mrgc|Mrgprb2|Mrgprc|Mrgprc11|MRGX1|Sensory neuron-specific G-protein coupled receptor 4|SNSR4,17962,MRGPRX1,MAS related GPR family member X1,11p15.1,NM_147199,NP_671732,Q96LB2,259249,ENSG00000170255
gpcr,1113,Class A Orphans with emerging pharmacology,157,MRGPRX2,"","","","",Mrgprb10|MRGX2,17983,MRGPRX2,MAS related GPR family member X2,11p15.1,NM_054030,NP_054030,Q96LB1,117194,ENSG00000183695
gpcr,1113,Class A Orphans with emerging pharmacology,159,MRGPRX4,"","","","","SNSR6|MAS-related GPR, member X4|Sensory neuron-specific G-protein coupled receptor 6",17617,MRGPRX4,MAS related GPR family member X4,11p15.1,NM_054032,NP_473373,Q96LA9,117196,ENSG00000179817
gpcr,1113,Class A Orphans with emerging pharmacology,164,P2RY8,"","","","",G-protein coupled purinergic receptor P2Y8|P2Y purinoceptor 8|purinergic receptor P2Y8,15524,P2RY8,P2Y receptor family member 8,Xp22.33 and Yp11.3,NM_178129,NP_835230,Q86VZ1,286530,ENSG00000182162
gpcr,1113,Class A Orphans with emerging pharmacology,165,P2RY10,"","","","","purinergic receptor P2Y10|purinergic receptor P2Y, G-protein coupled 10|purinergic receptor P2Y",19906,P2RY10,P2Y receptor family member 10,Xq21.1,NM_014499,NP_055314,O00398,27334,ENSG00000078589
gpcr,1111,Class A Orphans with no pharmacology,91,GPR20,"","","","",Gpcr5-1|P2Y4|G protein-coupled receptor 5-1,4475,GPR20,G protein-coupled receptor 20,8q24.3,NM_005293,NP_005284,Q99678,2843,ENSG00000204882
gpcr,1111,Class A Orphans with no pharmacology,92,GPR21,"","","","","",4476,GPR21,G protein-coupled receptor 21,9q33.2,NM_005294,NP_005285,Q99679,2844,ENSG00000188394
gpcr,1111,Class A Orphans with no pharmacology,93,GPR22,"","","","","",4477,GPR22,G protein-coupled receptor 22,7q22.3,NM_005295,NP_005286,Q99680,2845,ENSG00000172209
gpcr,1111,Class A Orphans with no pharmacology,96,GPR26,"","","","","",4481,GPR26,G protein-coupled receptor 26,10q26.13,NM_153442,NP_703143,Q8NDV2,2849,ENSG00000154478
gpcr,1111,Class A Orphans with no pharmacology,97,GPR27,"","","","",super conserved receptor expressed in brain 1|SREB1,4482,GPR27,G protein-coupled receptor 27,3p13,NM_018971,NP_061844,Q9NS67,2850,ENSG00000170837
gpcr,1111,Class A Orphans with no pharmacology,106,GPR45,"","","","",PSP24|high-affinity lysophosphatidic acid receptor|PSP24alpha|PSP24A,4503,GPR45,G protein-coupled receptor 45,2q12.1,NM_007227,NP_009158,Q9Y5Y3,11250,ENSG00000135973
gpcr,1111,Class A Orphans with no pharmacology,107,GPR50,"","","","",MTNRL|H9|Mel1c|melatonin-related receptor,4506,GPR50,G protein-coupled receptor 50,Xq28,NM_004224,NP_004215,Q13585,9248,ENSG00000102195
gpcr,1111,Class A Orphans with no pharmacology,111,GPR62,"","","","",GPCR8,13301,GPR62,G protein-coupled receptor 62,3p21.2,NM_080865,NP_543141,Q9BZJ7,118442,ENSG00000180929
gpcr,1111,Class A Orphans with no pharmacology,116,GPR78,"","","","","",4528,GPR78,G protein-coupled receptor 78,4p16.1,NM_080819,NP_543009,Q96P69,27201,ENSG00000155269
gpcr,1111,Class A Orphans with no pharmacology,117,GPR79,"","","","","GPR79P|G protein-coupled receptor 79, pseudogene",4529,GPR79,G protein-coupled receptor 79 (pseudogene),3q25.32,NG_001272,"","",27200,ENSG00000232374
gpcr,1111,Class A Orphans with no pharmacology,118,GPR82,"","","","","",4533,GPR82,G protein-coupled receptor 82,Xp11.4,NM_080817,NP_543007,Q96P67,27197,ENSG00000171657
gpcr,1111,Class A Orphans with no pharmacology,129,GPR135,"","","","",HUMNPIIY20|PAFR,19991,GPR135,G protein-coupled receptor 135,14q23.1,NM_022571,NP_072093,Q8IZ08,64582,ENSG00000181619
gpcr,1111,Class A Orphans with no pharmacology,131,GPR141,"","","","",axor115|G-protein coupled receptor PGR13,19997,GPR141,G protein-coupled receptor 141,7p14.1,NM_181791,NP_861456,Q7Z602,353345,ENSG00000187037
gpcr,1111,Class A Orphans with no pharmacology,134,GPR148,"","","","",BTR|PGR6|brain and testis restricted GPCR,23623,GPR148,G protein-coupled receptor 148,2q21.1,NM_207364,NP_997247,Q8TDV2,344561,ENSG00000173302
gpcr,1111,Class A Orphans with no pharmacology,135,GPR149,"","","","",IEDA|G-protein coupled receptor PGR10|induced early in differentiating astrocytes gene protein,23627,GPR149,G protein-coupled receptor 149,3q25.2,NM_001038705,NP_001033794,Q86SP6,344758,ENSG00000174948
gpcr,1111,Class A Orphans with no pharmacology,136,GPR150,"","","","",PGR11,23628,GPR150,G protein-coupled receptor 150,5q15,NM_954713,NP_954713,Q8NGU9,285601,ENSG00000178015
gpcr,1111,Class A Orphans with no pharmacology,138,GPR152,"","","","",PGR1|PGR5|G-protein coupled receptor PGR5,23622,GPR152,G protein-coupled receptor 152,11q13.2,NM_206997,NP_996880,Q8TDT2,390212,ENSG00000175514
gpcr,1111,Class A Orphans with no pharmacology,139,GPR153,"","","","",PGR1,23618,GPR153,G protein-coupled receptor 153,1p36.31,NM_207370,NP_997253,Q6NV75,387509,ENSG00000158292
gpcr,1111,Class A Orphans with no pharmacology,141,GPR161,"","","","",G-protein coupled receptor RE2,23694,GPR161,G protein-coupled receptor 161,1q24.2,NM_153832,NP_722561,Q8N6U8,23432,ENSG00000143147
gpcr,1111,Class A Orphans with no pharmacology,637,GPR176,"","","","",HB954|G-protein coupled receptor AGR9|RBU-15,32370,GPR176,G protein-coupled receptor 176,15q14-q15.1,NM_007223,NP_009154,Q14439,11245,ENSG00000166073
gpcr,1111,Class A Orphans with no pharmacology,153,MRGPRE,"","","","",GPR167|MRGE|MAS-related gene E|MAS-related GPR,30694,MRGPRE,MAS related GPR family member E,11p15.4,NM_001039165,NP_001034254,Q86SM8,116534,ENSG00000184350
gpcr,1111,Class A Orphans with no pharmacology,155,MRGPRG,"","","","",EBRT2|GPR169|MRGG|MAS-related gene G|MAS-related GPR,24829,MRGPRG,MAS related GPR family member G,11p15.4,NM_001164377,NP_001157849,Q86SM5,386746,ENSG00000182170
gpcr,1111,Class A Orphans with no pharmacology,158,MRGPRX3,"","","","",MrgA|Mrgpra|Mrga10|SNSR1|Sensory neuron-specific G protein-coupled receptor 1,17980,MRGPRX3,MAS related GPR family member X3,11p15.1,NM_054031,NP_473372,Q96LB0,117195,ENSG00000179826
gpcr,1112,Class A Orphans with only surrogate ligands,100,GPR33,"","","","","G protein-coupled receptor 33 (gene/pseudogene)|G protein-coupled receptor 33, pseudogene 1",4489,GPR33,G protein-coupled receptor 33,14q12,NM_001197184|NR_036675,NP_001184113,Q49SQ1,2856,ENSG00000214943
gpcr,1112,Class A Orphans with only surrogate ligands,108,GPR52,"","","","","",4508,GPR52,G protein-coupled receptor 52,1q25.1,NM_005684,NP_005675,Q9Y2T5,9293,ENSG00000203737
gpcr,1112,Class A Orphans with only surrogate ligands,121,GPR85,"","","","",Srep2|SREB2|SREB|Super conserved receptor expressed in brain 2|PKrCx1,4536,GPR85,G protein-coupled receptor 85,7q31.1,NM_018970,NP_061842,P60893,54329,ENSG00000164604
gpcr,1112,Class A Orphans with only surrogate ligands,123,GPR88,"","","","",STRG|striatum-specific G-protein coupled receptor,4539,GPR88,G protein-coupled receptor 88,1p21.2,NM_022049,NP_071332,Q9GZN0,54112,ENSG00000181656
gpcr,18,Class C Orphans,209,GPR156,"","","","",GABABL|GABAB-related G-protein coupled receptor|PGR28,20844,GPR156,G protein-coupled receptor 156,3q13.33,NM_153002,NP_694547,Q8NFN8,165829,ENSG00000175697
gpcr,18,Class C Orphans,210,GPR158,"","","","","",23689,GPR158,G protein-coupled receptor 158,10p12.1,NM_020752,NP_065803,Q5T848,57512,ENSG00000151025
gpcr,18,Class C Orphans,211,GPR179,"","","","",GPR158-like 1,31371,GPR179,G protein-coupled receptor 179,17q12,NM_001004334,NP_001004334,Q6PRD1,440435,ENSG00000277399
gpcr,18,Class C Orphans,258,GPRC5A,"","","","","RAIG1|retinoic acid induced 3|orphan G protein-coupling receptor PEIG-1|retinoic acid-induced gene 1 protein|Retinoic acid-induced protein 3|GPCR5A|RAI3|G protein-coupled receptor, class C, group 5, member A|G protein-coupled receptor",9836,GPRC5A,G protein-coupled receptor class C group 5 member A,12p13.1,NM_003979,NP_003970,Q8NFJ5,9052,ENSG00000013588
gpcr,18,Class C Orphans,259,GPRC5B,"","","","","RAIG2|retinoic acid-induced gene 2 protein|G protein-coupled receptor, class C, group 5, member B|G protein-coupled receptor",13308,GPRC5B,G protein-coupled receptor class C group 5 member B,16p12.3,NM_016235,NP_057319,Q9NZH0,51704,ENSG00000167191
gpcr,18,Class C Orphans,260,GPRC5C,"","","","","RAIG3|retinoic acid-induced gene 3 protein|G protein-coupled receptor, family C, group 5, member C|G protein-coupled receptor, class C, group 5, member C|G protein-coupled receptor",13309,GPRC5C,G protein-coupled receptor class C group 5 member C,17q25.1,NM_018653,NP_061123,Q9NQ84,55890,ENSG00000170412
gpcr,18,Class C Orphans,261,GPRC5D,"","","","","RAIG4|G protein-coupled receptor, class C, group 5, member D|G protein-coupled receptor",13310,GPRC5D,G protein-coupled receptor class C group 5 member D,12p13.1,NM_018654,NP_061124,Q9NZD1,55507,ENSG00000111291
